map_place_id,user_name,updated_timestamp,place_name,place_address,city,country,tags,geolocation_latitude,geolocation_longitude,geolocation_altitude,geolocation_radius,number_of_recommendation_total,url_google_maps,id,owner_user_id,opening_periods.monday,opening_periods.tuesday,opening_periods.wednesday,opening_periods.thursday,opening_periods.friday,opening_periods.saturday,opening_periods.sunday,recommendations_category.PENDING,recommendations_category.SKIPPED,recommendations_category.NOT_RECOMMENDED,recommendations_category.RECOMMENDED_UNCATEGORIZED,recommendations_category.RECOMMENDED_FOR_BUSINESS,recommendations_category.RECOMMENDED_FOR_FAMILY,recommendations_category.RECOMMENDED_FOR_DATE,recommendations_category.RECOMMENDED_FOR_MYSELF,recommendations_category.RECOMMENDED_FOR_FRIENDS,categories_friends.PENDING,categories_friends.SKIPPED,categories_friends.NOT_RECOMMENDED,categories_friends.RECOMMENDED_UNCATEGORIZED,categories_friends.RECOMMENDED_FOR_BUSINESS,categories_friends.RECOMMENDED_FOR_FAMILY,categories_friends.RECOMMENDED_FOR_DATE,categories_friends.RECOMMENDED_FOR_MYSELF,categories_friends.RECOMMENDED_FOR_FRIENDS
5800629,B. Smith,2025-11-22T04:25:17.634509,Calm Cove,"Jane Street, 287, Los Angeles, US, 90291.",Los Angeles,US,"cafe, bakery",34.0259216,-118.7797571,0,0,2,https://maps.google.com/?cid=17418711729405617784,25033489,102,"[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 1100, 'close': 2100}]","[{'open': 1100, 'close': 2100}]",0,0,0,0,0,0,1,0,1,[],[],[],[],[],[],"[{'uuid': '339ec6af-8332-4b77-b78f-4b6237eb4d90', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': 'd75383cd-1619-460d-ac75-371d6baff9db', 'display_name': 'Samantha', 'type': 'PERSON', 'number_of_recommendations': 1}]"
6254203,Sam,2022-08-25T13:42:10.732584,Eternal Sunshine Cafe & Bar,"East 15th Street, 257, Boston, US, 02118.",Boston,US,"cafe, bar",42.351835,-71.055015,0,0,2,https://maps.google.com/?cid=145429995238725959219,15604026,102,[],"[{'open': 1600, 'close': 2300}]","[{'open': 1600, 'close': 2300}]","[{'open': 1600, 'close': 2300}]","[{'open': 1000, 'close': 2400}]","[{'open': 0, 'close': 200}, {'open': 1000, 'close': 2400}]","[{'open': 1000, 'close': 2300}, {'open': 0, 'close': 100}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
4456931,B. Johnson,2024-05-06T07:21:19.752400,Rosebud Dinner,"Rosebud Avenue, 229, Los Angeles, US, 90028.",Los Angeles,US,cafe,34.102567,-118.3272616,0,0,26,https://maps.google.com/?cid=3189617837574263816,26381763,102,"[{'open': 600, 'close': 160}, {'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 600, 'close': 160}, {'open': 1000, 'close': 2300}]","[{'open': 1000, 'close': 2300}, {'open': 600, 'close': 160}]",0,0,0,13,0,0,2,0,11,[],[],[],"[{'uuid': 'e6396057-19b9-43ed-935c-1e6b6f21ac78', 'display_name': 'Max', 'type': 'PERSON', 'number_of_recommendations': 5}, {'uuid': 'e45d2607-910a-4df8-b6b8-d80cf16c8e1b', 'display_name': 'Diana', 'type': 'PERSON', 'number_of_recommendations': 2}, {'uuid': 'd580ac95-afc4-49ad-8c78-3e936d2b4c38', 'display_name': 'David', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': 'e72186e3-8d17-4666-9b8a-f76fb33076ba', 'display_name': 'Hannah', 'type': 'PERSON', 'number_of_recommendations': 3}]",[],[],"[{'uuid': 'e6396057-19b9-43ed-935c-1e6b6f21ac78', 'display_name': 'Max', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],"[{'uuid': 'd580ac95-afc4-49ad-8c78-3e936d2b4c38', 'display_name': 'David', 'type': 'PERSON', 'number_of_recommendations': 6}, {'uuid': 'e72186e3-8d17-4666-9b8a-f76fb33076ba', 'display_name': 'Hannah', 'type': 'PERSON', 'number_of_recommendations': 2}, {'uuid': 'e45d2607-910a-4df8-b6b8-d80cf16c8e1b', 'display_name': 'Diana', 'type': 'PERSON', 'number_of_recommendations': 3}]"
6762801,Liam,2024-06-17T14:23:33.019812,Marceline,"Broadway Street, 42, Los Angeles, US, 90037.",Los Angeles,US,cafe,34.0050582,-118.2871726,0,0,2,https://maps.google.com/?cid=7894622558900723452,35600132,207,"[{'open': 1030, 'close': 1400}, {'open': 1500, 'close': 2100}]","[{'open': 1030, 'close': 1400}, {'open': 1500, 'close': 2100}]","[{'open': 1030, 'close': 1400}, {'open': 1500, 'close': 2100}]","[{'open': 1030, 'close': 1400}, {'open': 1500, 'close': 2100}]","[{'open': 1030, 'close': 1400}, {'open': 1500, 'close': 2200}]","[{'open': 900, 'close': 2100}]","[{'open': 900, 'close': 2100}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
483740,B. Marconi,2022-08-15T09:15:17.318480,Turranza Exotic Food Mexican & Cuban Delights,"Jubilee Street, 36Z, London, UK, E1 3BG.",London,UK,restaurant,51.5145271,-0.0732792,0,0,42,https://maps.google.com/?cid=11415142876068277524,23948568,336,"[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2300}]",0,0,0,0,1,1,0,3,0,[],[],[],[],[],"[{'uuid': '8673ef76-4560-442c-9cfe-5f3a16e04db6', 'display_name': 'Ben', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],[]
6954123,B. Johnson,2025-07-14T21:26:45.786280,Bakery Café Le Grand,"Place Sainte-Catherine, 15, Brussels, BE, 1000",Brussels,BE,"bakery, cafe",50.851594,4.348549,0,0,25,https://maps.google.com/?cid=29785985098496962131,98627542,771,"[{'open': 700, 'close': 2000}]","[{'open': 700, 'close': 2000}]","[{'open': 700, 'close': 2000}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 1900}]",0,0,0,12,0,0,6,0,4,[],[],[],"[{'uuid': '385de3fd-9869-4037-8eda-5b4d80bc9d24', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 2}, {'uuid': '619317a4-4584-4641-a594-151eca92b20a', 'display_name': 'Sarah', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],"[{'uuid': '385de3fd-9869-4037-8eda-5b4d80bc9d24', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 4}, {'uuid': 'd12f5277-8950-4477-bsb3-84cee331bc1e', 'display_name': 'Jane', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '385de3fd-9869-4037-8eda-5b4d80bc9d24', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 1}]"
678925,Bella,2024-11-14T14:30:23.078392,Ella's Eatery,"Oxford Street, 25B, London, UK, NW1 2DB.",London,UK,"pastry, coffee shop, diner",51.515419,-0.141099,0,0,215,https://maps.google.com/?cid=7127382925710028644,25698214,207,"[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 0, 'close': 200}, {'open': 800, 'close': 2200}]","[{'open': 0, 'close': 200}, {'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}, {'open': 0, 'close': 200}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
5372149,John,2022-05-15T12:14:28.395126,Marina's,"Main Street, 45, Manchester, GB, M2 1AB.",Manchester,GB,"cafe, music",53.4808,2.2426,0,0,35,https://maps.google.com/?cid=21575926372853394241,19872656,282,"[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2300}]","[{'open': 800, 'close': 2300}]","[{'open': 0, 'close': 900}, {'open': 800, 'close': 2300}]","[{'open': 800, 'close': 2200}, {'open': 0, 'close': 900}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
2930567,Max,2025-06-21T15:15:23.238841,Bella Italia Ristorante,"Via Porta Marina, 20, Rome, IT, 00192.",Rome,IT,"restaurant, Italian",41.9027835,12.4963655,0,0,52,https://maps.google.com/?cid=12920586290195657721,16271621,771,"[{'open': 1100, 'close': 2400}]","[{'open': 1100, 'close': 2400}]","[{'open': 1100, 'close': 2400}]","[{'open': 1100, 'close': 2400}]","[{'open': 1100, 'close': 2400}]","[{'open': 900, 'close': 2400}]","[{'open': 900, 'close': 2300}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
2547921,B. Thompson,2025-07-11T16:50:45.829841,Moonbeam Cafe,"27 Main St, Manchester, UK, M1 1QW.",Manchester,UK,"restaurant, bar, shop",53.5019035,-2.2731043,0,0,7,https://maps.google.com/?cid=50285974353420342319,16528960,282,"[{'open': 800, 'close': 1700}]","[{'open': 800, 'close': 1700}]","[{'open': 800, 'close': 1700}]","[{'open': 800, 'close': 1700}]","[{'open': 800, 'close': 1700}]","[{'open': 900, 'close': 1700}]","[{'open': 900, 'close': 1700}]",0,0,0,0,1,0,0,0,2,[],[],[],[],[],[],[],[],"[{'uuid': '912ee9f5-b6c6-4815-9f96-7c013b9d7c52', 'display_name': 'Jack', 'type': 'PERSON', 'number_of_recommendations': 1}]"
3775244,B. Smith,2024-05-30T15:18:21.654987,Daluma,"Weinbergsweg 3, Berlin, DE, 10119.",Berlin,DE,cafe,52.5245064,13.4096964,0,0,25,https://maps.google.com/?cid=378649673899819153,672863711,336,"[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 1800}]","[{'open': 900, 'close': 1800}]",0,0,0,12,0,1,2,0,10,[],[],[],"[{'uuid': '395ad3r1-1234-6791-9874-5t3b98ar1a01', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 4}, {'uuid': 'g78d5856-2321-9877-a5e3-54kue43b25u', 'display_name': 'Emma', 'type': 'PERSON', 'number_of_recommendations': 2}, {'uuid': 'ycd4159b-8k7c-58c2-2213-1465d820u938', 'display_name': 'Oliver', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': 'f34366dc-1h2g-4i8b-ba5e-bd21fll4a23b', 'display_name': 'Lily', 'type': 'PERSON', 'number_of_recommendations': 3}]",[],"[{'uuid': '395ad3r1-1234-6791-9874-5t3b98ar1a01', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 1}]","[{'uuid': 'g78d5856-2321-9877-a5e3-54kue43b25u', 'display_name': 'Emma', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],"[{'uuid': '395ad3r1-1234-6791-9874-5t3b98ar1a01', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 4}, {'uuid': '98371eik-ri81-428g-g029-59017keid391', 'display_name': 'James', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '156dcvk5-b12f-4246-k79a-5k7gh35l3d73', 'display_name': 'Ethan', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '5e938f36-5f2f-4a48-k68l-t9530g946c31', 'display_name': 'Eva', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '8b8de582-58lc-4e9g-br81-98202a18q0b7', 'display_name': 'Sofia', 'type': 'PERSON', 'number_of_recommendations': 1}]"
8734521,John,2024-08-17T03:35:51.510332,Cafe Del Sol,"West Pico Boulevard, 342, Los Angeles, US, 90035.",Los Angeles,US,"restaurant, cafe",34.052235,-118.243683,0,0,4,https://maps.google.com/?cid=23587946573247654321,398745621,334,"[{'open': 600, 'close': 2200}]","[{'open': 600, 'close': 2200}]","[{'open': 600, 'close': 2200}]","[{'open': 600, 'close': 2200}]","[{'open': 0, 'close': 100}, {'open': 600, 'close': 2200}]","[{'open': 0, 'close': 200}, {'open': 600, 'close': 2200}]","[{'open': 600, 'close': 2200}, {'open': 0, 'close': 100}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
6089532,John,2024-05-16T11:25:45.982156,Lavendale,"East 45th Street, 720, Los Angeles, US, 90011.",Los Angeles,US,cafe,34.009036,-118.258749,0,0,7,https://maps.google.com/?cid=19668939217381809463,974577256,336,[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
5791058,B. Johnson,2022-05-17T15:32:33.217385,Luigi's Pizzeria,"Broadway Street, 201, New York, US, 10027",New York,US,"pizza, Italian",40.810565,-73.958524,0,0,85,https://maps.google.com/?cid=58231165408356098764,995230002,771,"[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2300}]","[{'open': 1500, 'close': 2300}]","[{'open': 1500, 'close': 2200}]",0,0,0,0,0,7,0,0,1,[],[],[],[],[],"[{'uuid': 'fe1db3cb-7b62-420c-a37e-8b7989405da2', 'display_name': 'Samantha', 'type': 'PERSON', 'number_of_recommendations': 5}]",[],[],[]
6495102,Hannah,2021-10-25T18:07:47.982540,MeatLovers,"Norenstraat, 321K, Brussels, BE, 7510 RW.",Brussels,BE,steakhouse,50.8466,4.3517,0,0,32,https://maps.google.com/?cid=8675309416480107590,798199321,771,"[{'open': 900, 'close': 2400}]","[{'open': 900, 'close': 2400}]","[{'open': 900, 'close': 2400}]","[{'open': 900, 'close': 2400}]","[{'open': 900, 'close': 2400}]","[{'open': 900, 'close': 2400}]","[{'open': 900, 'close': 2400}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
34578698,Bella,2025-10-29T14:23:55.884739,Di 13 Vegan Food Corner,"Avenida da Liberdade, 12, Porto, PT, 4100-299.",Porto,PT,sushi,41.14961,-8.611,0,0,15,https://maps.google.com/?cid=75637261295618457923,975462728,558,"[{'open': 1100, 'close': 1700}, {'open': 1800, 'close': 2300}]","[{'open': 1100, 'close': 1700}, {'open': 1800, 'close': 2300}]","[{'open': 1100, 'close': 1700}, {'open': 1800, 'close': 2300}]","[{'open': 1100, 'close': 1700}, {'open': 1800, 'close': 2300}]","[{'open': 1100, 'close': 1700}, {'open': 1800, 'close': 2300}]","[{'open': 1100, 'close': 1700}, {'open': 1800, 'close': 2300}]","[{'open': 1100, 'close': 1700}, {'open': 1800, 'close': 2300}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
